ID,prob
1,0.13451167311649567
2,0.23806879482245558
3,0.2539004276011455
4,0.37896399883020493
5,0.1484218811989055
6,0.1973776548127736
7,0.47130380599177346
8,0.18055210613594738
9,0.094660569504273
10,0.4751224262949472
11,0.2113093945752338
12,0.38036885822864797
13,0.24502869104035832
14,0.2596888401423697
15,0.020825695535299515
16,0.4263952145971262
17,0.07168962348711994
18,0.19479469466708954
19,0.14473268577353843
20,0.06105045371789276
21,0.054588305376819295
22,0.047347863557893756
23,0.38202850990559223
24,0.31203759956324123
25,0.21676949689873662
26,0.5081580276145724
27,0.5991992356137176
28,0.4166994129335664
29,0.4216865604247294
30,0.24521430948385411
31,0.46887042662581296
32,0.21981125332675194
33,0.13203511863413894
34,0.16290570809908736
35,0.23539260703953468
36,0.4892360602061693
37,0.5418892507156067
38,0.04969106279782977
39,0.1630730525480363
40,0.2539959681890927
41,0.13170366854542567
42,0.1613564467827958
43,0.30191892312289015
44,0.09363976776647377
45,0.6102122932139192
46,0.7348265218984886
47,0.6470997533606571
48,0.47447938808246154
49,0.030029907700361576
50,0.2156431936099989
51,0.5723119457639269
52,0.05632234541036856
53,0.20218854550959323
54,0.03390003707858127
55,0.2156640783756958
56,0.049717015173426006
57,0.12741464301042624
58,0.11034169777325757
59,0.39068625727594525
60,0.28796175771837373
61,0.07756951555893105
62,0.032161043288627414
63,0.3561942430788088
64,0.07362264445987206
65,0.2504414391118167
66,0.38618359453275103
67,0.19469649869180758
68,0.4229161904136467
69,0.37598067283345654
70,0.07487186707091732
71,0.06395091599255029
72,0.08850439690798176
73,0.04909342767767564
74,0.04006974456968391
75,0.42849812855754343
76,0.11335224702526588
77,0.2639969778054158
78,0.2740911927657511
79,0.5977538519452446
80,0.5620511506503951
81,0.353271527550634
82,0.26459469292554116
83,0.1629186494561793
84,0.1679236608475848
85,0.11173277180697258
86,0.062358906552999444
87,0.36583400589997306
88,0.14750954144213735
89,0.21237673562035442
90,0.3551131207415306
91,0.34289985564885983
92,0.18670244427252497
93,0.5566084238576262
94,0.420895464424563
95,0.17520024986105237
96,0.16531384339680644
97,0.1363244641336613
98,0.1199343978862716
99,0.5006381658887687
100,0.35891819208346143
101,0.18319929271136895
102,0.48266435205984065
103,0.18500999976957508
104,0.2569797432397967
105,0.20701263978807868
106,0.6496543715334339
107,0.4222772771322667
108,0.5537240657701507
109,0.1303303724911624
110,0.09229462604368925
111,0.4939261872755698
112,0.6018635804928636
113,0.19683612467823508
114,0.3379599146963905
115,0.7543575427762356
116,0.39498803479736017
117,0.1567208518900801
118,0.6567904433407575
119,0.17571049870971733
120,0.12940552989846724
121,0.1459265438195249
122,0.0567542087034562
123,0.1830746631451102
124,0.45095553004529404
125,0.42340598554073333
126,0.0928777039994613
127,0.47489983906221767
128,0.42673394893958344
129,0.6953931878193845
130,0.3277751677195427
131,0.2937748540285189
132,0.3722117980750047
133,0.23198291366406645
134,0.7130777338300105
135,0.024470744089481467
136,0.0968763359379722
137,0.3463954963652699
138,0.15511416948461812
139,0.10080876607735369
140,0.6897822445354678
141,0.25605571087509893
142,0.3028515059400934
143,0.5689711532638483
144,0.20189705116737044
145,0.11633470821040355
146,0.065002933052688
147,0.06417905665065508
148,0.29482142639589054
149,0.15588911586128182
150,0.07228631578632679
151,0.0774340047089941
152,0.14233453648921923
153,0.5406981901221732
154,0.16410888456033884
155,0.18712524474687942
156,0.4486783717839585
157,0.3905798514965454
158,0.027166040772702824
159,0.26003089254264145
160,0.6457396721353349
161,0.3323727881256755
162,0.20468429409626057
163,0.45078207858312924
